
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| Functional                        :   6066.123p                         51288545 calls
| V_xc                              :  19707.328p                         51288545 calls
Grad: V T Perturb                   :   1143.300u      0.400s     41.623w    754 calls
Grad: S                             :    109.283u      0.167s     10.087w    754 calls
Grad: JK                            :  18694.283u    842.117s   9111.109w    754 calls
| JKGrad: Amn                       :   2564.967u    250.117s   1215.850w    754 calls
| | Libint2ERI::Libint2ERI          :    338.933u      1.383s     48.625w    754 calls
| JKGrad: Awmn                      :   2547.450u    250.417s   1370.390w    754 calls
| | Libint2ErfERI::Libint2ErfERI    :    217.550u      2.633s    139.343w   1508 calls
| JKGrad: AB                        :   1061.950u     55.733s    775.951w    754 calls
| | Libint2ERI::Libint2ERI          :      0.983u      0.033s      0.497w   1508 calls
| JKGrad: UV                        :    249.250u     43.583s    133.099w    754 calls
| JKGrad: ABx                       :    130.250u      3.967s     54.925w    754 calls
| | Libint2ERI::Libint2ERI          :      0.650u      0.000s      0.276w    754 calls
| JKGrad: Amnx                      :  12113.517u    231.567s   5553.513w    754 calls
| | Libint2ERI::Libint2ERI          :    101.100u      1.233s     46.917w    754 calls
| | Libint2ErfERI::Libint2ErfERI    :    116.250u      1.800s     56.948w    754 calls
Grad: XC                            :   4189.300u      0.817s   1804.484w    754 calls
| Properties                        :   2246.677p                         1789081 calls
| Functional                        :    197.941p                         1789081 calls
| V_xc gradient                     :   1138.467p                         1789081 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Mon Jul 27 17:39:07 2026

Wall Time:   183538.41 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   3010.800u     10.767s   1101.861w   1514 calls
build grid                          :   2530.883u      5.233s    826.528w   1514 calls
post-process grid                   :    478.350u      5.483s    274.913w   1514 calls
DFH: sparsity prep                  :     93.850u      0.017s     85.253w    757 calls
Libint2ERI::Libint2ERI              :    726.350u      4.017s    360.381w  13626 calls
Libint2ErfERI::Libint2ErfERI        :    472.100u      4.800s    313.096w   3785 calls
JK: (A|Q)^-1                        :   1759.467u    106.900s   1538.639w   1514 calls
JK: (A|mn)                          :   2621.833u    209.133s   1180.136w   1514 calls
JK: (Q|mn)                          :   2004.350u    301.033s   1068.557w   1514 calls
JK: (Q|mn) Write                    :     34.817u     47.200s     40.807w    757 calls
JK: (A|mn)^L                        :   2649.083u    181.300s   1197.176w   1514 calls
JK: (Q|mn)^L                        :   1950.000u    293.917s   1019.465w   1514 calls
JK: (Q|mn)^L Write                  :     37.683u     47.000s     39.088w    757 calls
JK: (Q|mn)^R                        :   2148.817u    148.300s    990.533w    757 calls
JK: (Q|mn)^R Write                  :     50.700u     75.167s     71.515w    757 calls
HF: Form core H                     :     46.000u      0.650s     27.710w    757 calls
HF: Form S/X                        :     51.917u      1.567s     87.634w    757 calls
HF: Guess                           :    369.083u     77.850s    332.639w    757 calls
SAD Guess                           :    363.867u     77.750s    330.035w    757 calls
HF: Form G                          : 120458.533u   9576.950s  57302.740w  22845 calls
RV: Form V                          : 196332.917u     41.517s  64124.983w  47121 calls
Properties                          :  74947.082p                         113449829 calls
Functional                          :  12755.595p                         113449829 calls
V_xc                                :  41219.944p                         111656025 calls
JK: D                               :   6763.467u      1.017s    144.595w  47121 calls
JK: USO2AO                          :      2.950u      0.033s      0.424w  47121 calls
JK: JK                              : 274421.967u  13835.117s  55015.429w  47121 calls
JK: (Q|mn) Read                     :   2011.000u   2790.767s   2361.742w  45690 calls
JK: J                               :  77633.983u     19.867s   1713.674w  69966 calls
JK: J1                              :  41579.683u      8.950s    868.398w  69966 calls
JK: J2                              :  35704.517u      9.333s    828.343w  69966 calls
JK: K                               : 118369.217u   2985.533s  17510.366w  69966 calls
JK: K1                              : 110742.150u   2038.800s  13271.777w  69966 calls
JK: K2                              :   7555.583u    946.183s   4234.551w  69966 calls
JK: (Q|mn)^L Read                   :   1538.717u   2149.467s   1790.355w  69292 calls
JK: (Q|mn)^R Read                   :   1429.283u   2115.167s   1780.171w  69292 calls
JK: wK                              :  59731.533u   2520.267s  28153.914w 117844 calls
JK: wK1                             :  51587.233u   1412.183s  23360.939w 235688 calls
JK: wK2                             :   8055.900u   1106.233s   4785.360w 117844 calls
JK: AO2USO                          :      0.483u      0.000s      0.147w  47121 calls
HF: Form F                          :     21.783u      0.800s     55.943w  22845 calls
HF: Form D                          :     18.683u      0.750s     26.777w  22845 calls
HF: DIIS                            :    836.217u     58.450s   1044.195w  22088 calls
HF: Form C                          :   1076.700u     25.750s   1964.889w  22088 calls
JK: (A|Q)^-1/2                      :    853.717u     19.050s    742.766w    757 calls
JK: (A|mn)^R                        :   1867.433u      0.633s    798.960w    757 calls
Grad: V T Perturb                   :   1121.850u      0.467s     43.487w    757 calls
Grad: S                             :    108.917u      0.150s     10.538w    757 calls
Grad: JK                            :  19282.417u    857.033s   9307.749w    757 calls
JKGrad: Amn                         :   2584.650u    253.717s   1225.593w    757 calls
JKGrad: Awmn                        :   2679.967u    252.100s   1429.481w    757 calls
JKGrad: AB                          :   1082.667u     63.267s    779.435w    757 calls
JKGrad: UV                          :    250.267u     45.383s    126.145w    757 calls
JKGrad: ABx                         :    131.917u      3.917s     54.586w    757 calls
JKGrad: Amnx                        :  12527.917u    232.150s   5685.363w    757 calls
Grad: XC                            :   4251.167u      0.683s   1829.806w    757 calls
V_xc gradient                       :   1177.099p                         1793804 calls

--------------------------------------------------------------------------------------
V: Grid                             :   3010.800u     10.767s   1101.861w   1514 calls
| build grid                        :   2530.883u      5.233s    826.528w   1514 calls
| post-process grid                 :    478.350u      5.483s    274.913w   1514 calls
DFH: sparsity prep                  :     93.850u      0.017s     85.253w    757 calls
| Libint2ERI::Libint2ERI            :     59.917u      0.017s     54.481w    757 calls
Libint2ERI::Libint2ERI              :    239.967u      0.483s    205.042w   4542 calls
Libint2ErfERI::Libint2ErfERI        :    140.133u      0.017s    122.698w   1514 calls
JK: (A|Q)^-1                        :   1759.467u    106.900s   1538.639w   1514 calls
| Libint2ERI::Libint2ERI            :      1.567u      0.417s      1.302w   3028 calls
JK: (A|mn)                          :   2621.833u    209.133s   1180.136w   1514 calls
JK: (Q|mn)                          :   2004.350u    301.033s   1068.557w   1514 calls
JK: (Q|mn) Write                    :     34.817u     47.200s     40.807w    757 calls
JK: (A|mn)^L                        :   2649.083u    181.300s   1197.176w   1514 calls
JK: (Q|mn)^L                        :   1950.000u    293.917s   1019.465w   1514 calls
JK: (Q|mn)^L Write                  :     37.683u     47.000s     39.088w    757 calls
JK: (Q|mn)^R                        :   2148.817u    148.300s    990.533w    757 calls
